,0
263,0.9672858522584041
264,0.9642332083211755
265,0.961378611512202
266,0.9591202012050465
267,0.9567585134350541
268,0.9551350384064323
269,0.9526519642383964
270,0.9511343882422606
271,0.9494869099272525
272,0.9482897403803501
273,0.9458117917397596
274,0.9431407944180749
275,0.94034986851224
276,0.9377541074576361
277,0.9353658451343612
278,0.9326836962426435
279,0.9303096156035151
280,0.9288858953744067
281,0.9261948484266903
282,0.9232983036565696
283,0.9207793157023023
284,0.9193211302161217
285,0.9172935193808346
286,0.9146430488507091
287,0.9131854889759173
288,0.9108422633428062
289,0.9087290137749294
290,0.9071219191467229
291,0.9056377213652411
292,0.903521848899716
293,0.9014172143220496
294,0.8996878293358673
295,0.8990768291609915
296,0.8968748487155846
297,0.8946688074943603
298,0.8927919143767261
299,0.8910274438808362
300,0.8892761444877152
301,0.8876383892501032
302,0.8854443097714544
303,0.8840437426820005
304,0.8833589953721547
305,0.8818479279920556
306,0.8796077988774846
307,0.8779023509085565
308,0.8758785783231837
309,0.8735902473090157
310,0.8711734525020867
311,0.8691350091487552
312,0.8672174070351801
313,0.8657585769464635
314,0.8635321727584279
315,0.8614993269637793
316,0.8594051309235464
317,0.8575166808968445
318,0.8551417653883886
319,0.853717174497433
320,0.8516266120603523
321,0.8497102724515503
322,0.8482774169683087
323,0.8467694339974795
324,0.8453161426003163
325,0.8433607027528842
326,0.8415233390548178
327,0.8398628166490575
328,0.8381827568527775
329,0.8370476606894623
330,0.8353891647969488
331,0.833745236564652
332,0.8325259692452334
333,0.8305408186139818
334,0.8288834257579561
335,0.8273801014847344
336,0.8259129174694817
337,0.8242387785493622
338,0.8225069106020758
339,0.8207587095525335
340,0.8187861667831273
341,0.8171382517450385
342,0.8154862884312607
343,0.8137635004944926
344,0.8119317685996277
345,0.8101251326242968
346,0.808568689617884
347,0.8070006476950714
348,0.8052459511382873
349,0.8044672370169844
350,0.8027995932008806
351,0.8010969671039757
352,0.799469046379115
353,0.7978712364736587
354,0.7965382496865703
355,0.7955949533981889
356,0.7948345810550601
357,0.7939226096027723
358,0.792727290235024
359,0.7913450849345989
360,0.7898459876797206
361,0.7884984510173785
362,0.7868325674377854
363,0.7852249213258972
364,0.7835055257155471
365,0.7823685997781532
366,0.7811162347324213
367,0.779317583585077
368,0.7782017590432633
369,0.7768562424223165
370,0.7760880836298202
371,0.7748589604812605
372,0.7738546847538079
373,0.7722658336680522
374,0.770669600268205
375,0.7692533082110767
376,0.7677992558803419
377,0.7664272014702124
378,0.7650914871401712
379,0.7637592640950491
380,0.763181032373367
381,0.761603044219198
382,0.7606351628666136
383,0.759302846796345
384,0.7579161807894707
385,0.7566587858365299
386,0.7553782544510309
387,0.7539129679465724
388,0.7524453798227567
389,0.7509141236734695
390,0.749936238369521
391,0.7487265122674254
392,0.7478846167676322
393,0.7468576162183648
394,0.7452932614125783
395,0.74443733163479
396,0.743851382107068
397,0.7430357488068804
398,0.7422630118957737
399,0.7410114633105696
400,0.7397320955582984
401,0.73832260403986
402,0.7376902026329976
403,0.7365829076913029
404,0.735524036542133
405,0.7348236933240456
406,0.733612153596755
407,0.7326632151380181
408,0.7314057762399863
409,0.7306878480787684
410,0.729769096666734
411,0.7287635123809275
412,0.727625445054605
413,0.726187462590023
414,0.7252892463860742
415,0.7239724256707212
416,0.7230798017671354
417,0.7218412738204287
418,0.7208985644159283
419,0.7197754292083638
420,0.7185906495837021
421,0.7176946296899522
422,0.7163509809484718
423,0.7154181250810342
424,0.7145094379081446
425,0.7137911490956103
426,0.7126176622663505
427,0.7114032718448717
428,0.7102934561305113
429,0.7092126465294251
430,0.7080358756563503
431,0.7072356222024946
432,0.7060941703290642
433,0.7051937393157438
434,0.7042664091991282
435,0.7029807543501668
436,0.7020170642766309
437,0.7009161161811657
438,0.7002483691366767
439,0.6993842228061774
440,0.6985938134275866
441,0.6975725153756088
442,0.6966852611162054
443,0.6960670893156046
444,0.6949429318978545
445,0.6942675359413496
446,0.6933387545097861
447,0.6924183942610398
448,0.6915136795233777
449,0.6904519636266762
450,0.6897408390818308
451,0.6889322907293001
452,0.6878421747230536
453,0.6870070941221084
454,0.6860020067501854
455,0.6849566563931212
456,0.6838150276951247
457,0.683002602016171
458,0.6818409092513305
459,0.6807205089570387
460,0.6796002968693245
461,0.6783996228273813
462,0.6774109146249989
463,0.6762042574359682
464,0.6753040610622334
465,0.6740820141980832
466,0.672963971930219
467,0.6720622366405705
468,0.6709758176891281
469,0.6699478006584847
470,0.6691275846268467
471,0.6682916426778598
472,0.6675365025189411
473,0.6664569235332153
474,0.665694905033237
475,0.6649998363983982
476,0.6644187311737543
477,0.6634878665676426
478,0.6626747401590636
479,0.662051098405694
480,0.6613633449106108
481,0.6604333966197562
482,0.6596482276268627
483,0.6586687298075966
484,0.6575464007780724
485,0.6568655658651281
486,0.6561006475278239
487,0.6550173059899788
488,0.6542541185710083
489,0.6534416582207291
490,0.6522735728144403
491,0.6513087471750209
492,0.650547059596673
493,0.6497497155297141
494,0.6487696241850804
495,0.6482883716422704
496,0.6477302300858065
497,0.6468599689413744
498,0.6458487766897512
499,0.6449969990551472
500,0.6440329380378038
501,0.6432171203641303
502,0.6427204096115844
503,0.6424060008296418
504,0.6417025635443111
505,0.6410206722117695
506,0.6401744463740016
507,0.6398050372056135
508,0.6391687151373955
509,0.6381096687533108
510,0.6372572488776626
511,0.6363867780164583
512,0.6356304385363475
513,0.6346555278140051
514,0.6336923901461861
515,0.6327607755137737
516,0.6317352397327728
517,0.6309128207043101
518,0.6302218167452224
519,0.6293894730365047
520,0.6286677766069341
521,0.6280790685436963
522,0.6272734154735194
523,0.6263838372982413
524,0.62577721370118
525,0.6252973902503121
526,0.6244746782380445
527,0.623636396926348
528,0.6230185448644517
529,0.622149059921503
530,0.6213835906202285
531,0.6207171185152199
532,0.619731942397904
533,0.6189767285651259
534,0.6181372749889008
535,0.6174823823454443
536,0.6167136422831919
537,0.6159201014136072
538,0.6152861152182926
539,0.6148861949780473
540,0.6142028340322694
541,0.6132714407882787
542,0.6126742645494406
543,0.6118304956676986
544,0.6109807095806533
545,0.6104739651547901
546,0.6096419903843014
547,0.6092575818816893
548,0.6088929867239598
549,0.6080340498279442
550,0.6075605759414051
551,0.6071084465264626
552,0.6066635010282342
553,0.6059977220848795
554,0.6056333048520861
555,0.604979452053956
556,0.6042711594722215
557,0.6034615570312118
558,0.6031141760017663
559,0.6021629208432776
560,0.6011951723386685
561,0.6004138436579407
562,0.5997878616513621
563,0.5991986510839235
564,0.5985783907823858
565,0.5978676452837858
566,0.5972375630202327
567,0.5967259337391022
568,0.5961426811420436
569,0.595569798677114
570,0.5952787596712805
571,0.5946775946401425
572,0.5942573587021694
573,0.5935663709008112
574,0.5928841683009396
575,0.5921146453798024
576,0.5912921608294937
577,0.5904840726057344
578,0.5895814274748167
579,0.5888092066578824
580,0.5880734560283449
581,0.5875839228866641
582,0.5870445316360295
583,0.5862583775098805
584,0.5856258321139548
585,0.5847764233375166
586,0.5843189327233491
587,0.5837277085045163
588,0.5832120742022687
589,0.5829919436978082
590,0.5824306496054993
591,0.5816285657771939
592,0.5807963573133563
593,0.5800456203369782
594,0.5795618052617842
595,0.578983960698215
596,0.578566513581192
597,0.5777162578841516
598,0.577308597892075
599,0.5767376935233672
600,0.5761391079415894
601,0.5755887024871931
602,0.5749457698210357
603,0.5742856094379298
604,0.5737664022228934
605,0.573317942741287
606,0.5729204666182472
607,0.5723782655488896
608,0.5716652649964018
609,0.5711112026308404
610,0.5705128010673336
611,0.569823360861906
612,0.5690619609095339
613,0.5688824265321614
614,0.5682274943687082
615,0.5675333778482753
616,0.5668036603705423
617,0.5665212111806792
618,0.5662331081120379
619,0.5656229526525544
620,0.5649484838456539
621,0.5643221616409599
622,0.5638333208153374
623,0.563180644542743
624,0.56246911611557
625,0.5618935538033327
626,0.5615438408020771
627,0.5608118920331928
628,0.5601485063379633
629,0.5596669041211643
630,0.5592979491465443
631,0.558914626771702
632,0.5584171259713964
633,0.557808050033798
634,0.5570822001911524
635,0.5564331405989404
636,0.5557694858059965
637,0.5551741248387901
638,0.5546055657669599
639,0.5540477609960363
640,0.5534882300683005
641,0.5528221440231689
642,0.5521198173588023
643,0.5514722681077926
644,0.5508104820006577
645,0.5501200276147286
646,0.5494705731685415
647,0.5493089373303969
648,0.5487196522266913
649,0.548118308289693
650,0.5478554482124002
651,0.5472779445738697
652,0.5467983031186174
653,0.5460524175612296
654,0.5456742753338722
655,0.5450767480211741
656,0.5444680113328374
657,0.5443598519172802
658,0.5438714638205417
659,0.5434507662881956
660,0.5429956209021599
661,0.5425157576090349
662,0.5419142960569348
663,0.5413308294927589
664,0.5408026008733682
665,0.5405115781033093
666,0.5399682218714364
667,0.5396979062422039
668,0.5393543124299146
669,0.5387593258950693
670,0.5382198207524512
671,0.5377190851307075
672,0.5373220768595256
673,0.536898291368557
674,0.5364300046419656
675,0.5357266070607763
676,0.5351913089711258
677,0.534865749835045
678,0.5344225314112493
679,0.5340490520603078
680,0.5336199070596397
681,0.5332481109884041
682,0.5328030021994826
683,0.5326053165934153
684,0.531926897119214
685,0.5313903177998764
686,0.5309833497665768
687,0.5304771710869445
688,0.5300491241946362
689,0.5296378195879684
690,0.5291606400825094
691,0.5285374519678985
692,0.5280290592467201
693,0.5275757511224201
694,0.5271746013715541
695,0.5269151205443189
696,0.5264380593093345
697,0.5261305835375557
698,0.525829590787746
699,0.5253608817553946
700,0.5249783337892122
701,0.524514314036636
702,0.5239778555357354
703,0.5239138300047981
704,0.17576414346694946
705,0.1957414150238037
706,0.16736325124899545
707,0.15958468616008759
708,0.19343095421791076
709,0.19192603727181753
710,0.19030929037502833
711,0.184666583314538
712,0.18743554254372916
713,0.19195906072854996
714,0.18575291674245487
715,0.18244495304922262
716,0.1844189241528511
717,0.17672414598720415
718,0.18852595637242
719,0.1946590798906982
720,0.19814572395647273
721,0.19412002505527604
722,0.1907514172949289
723,0.18771195076406003
724,0.19307265075899305
725,0.19154782152988695
726,0.18893153738716376
727,0.19160449349631867
728,0.1874495893716812
729,0.18766935341633284
730,0.18578294857784552
731,0.18951519099729403
732,0.18816316641610245
733,0.19160852134227752
734,0.19179510012749704
735,0.19178895838558674
736,0.18932312072226495
737,0.19032615138327375
738,0.18891645861523493
739,0.18754188323186505
740,0.18568177722595833
741,0.1857056664793115
742,0.18646034789391053
743,0.18572049997746945
744,0.18726185363967243
745,0.18734445458366758
746,0.18554772800484368
747,0.1836391565474597
748,0.18351017567846512
749,0.18124925296591676
750,0.18456506586455285
751,0.1857703705318272
752,0.18943761365146053
753,0.1869386266171932
754,0.18749495917091183
755,0.18643159576906607
756,0.18572408256103407
757,0.18506651606272767
758,0.1844868677583608
759,0.18348189137343848
760,0.1826213654457477
761,0.1811136812742414
762,0.18086178259829344
763,0.17957555341223877
764,0.17817865128888458
765,0.17750509888414415
766,0.1791765939385172
767,0.1777009207289666
768,0.1769042058632924
769,0.17596316044077728
770,0.17689374089241028
771,0.17514125739826875
772,0.17331859912129416
773,0.17340405913335935
774,0.1728762804832257
775,0.17281252714908785
776,0.1715453663100935
777,0.17207396533843633
778,0.17377173165480295
779,0.1731872197828795
780,0.17301203000855137
781,0.1724002000231009
782,0.1716444595139238
783,0.1714544483460486
784,0.1703625704035347
785,0.16974963529444323
786,0.16985145830605403
787,0.1710908743774607
788,0.17306324322434033
789,0.17231815065755401
790,0.17275469758729825
791,0.17239809764379804
792,0.1724583191818066
793,0.17216546138127645
794,0.17135825204652744
795,0.17014916407187347
796,0.1699160922679209
797,0.16943034660467443
798,0.16863077647591893
799,0.16705965689228228
800,0.16652511524939045
801,0.16727151375796115
802,0.1664208411944635
803,0.1670960523560643
804,0.16649053596181446
805,0.1655562903147702
806,0.1672837534937465
807,0.16709817075528777
808,0.16707927318555968
809,0.16631429962251545
810,0.16660812382246845
811,0.16677608834234653
812,0.16607262942632403
813,0.1659070881591602
814,0.1651295502376449
815,0.16494130273349583
816,0.1644908529005747
817,0.1639354171133355
818,0.1643467721407828
819,0.1636547425376444
820,0.16323714999434275
821,0.16336546443655328
822,0.16373536037672468
823,0.16332337114339074
824,0.16408614632635077
825,0.16424232064822658
826,0.16455049888511014
827,0.16655514308161312
828,0.16769707742333412
829,0.16681074782732933
830,0.16612165550312658
831,0.16592579375719652
832,0.1660672946609268
833,0.16599659501360012
834,0.16509288694453603
835,0.16499655182953132
836,0.16524681457339374
837,0.1652233137735235
838,0.16496328377613315
839,0.16548623656854033
840,0.16535221135420522
841,0.1647153376615134
842,0.1649423954244569
843,0.16537082990897553
844,0.16562181169576679
845,0.16523640448043883
846,0.16558770389927852
847,0.16567353047947916
848,0.1656585460336044
849,0.16601882663185466
850,0.16601433977484703
851,0.1658164555005528
852,0.1662065719048049
853,0.1667264229307572
854,0.1665284386188384
855,0.16589458294114784
856,0.16590021635874425
857,0.16549796826363383
858,0.165349992364645
859,0.1660001088077059
860,0.16543422475647016
861,0.1654721294541525
862,0.16527518955697804
863,0.16494336801115422
864,0.16559954554490422
865,0.1656910477459063
866,0.16522198264127128
867,0.16589972238260797
868,0.16558520741986507
869,0.16522890250815683
870,0.16613306928269878
871,0.1659867774384717
872,0.1663829511659738
873,0.16585022901349208
874,0.1660153014225918
875,0.16571612350729314
876,0.16511875210125324
877,0.16475446410905356
878,0.16447503877537592
879,0.16412028556012295
880,0.1637388275841535
881,0.16348355045814192
882,0.16294747149811112
883,0.16312844902276993
884,0.16286103612645556
885,0.16303743909184748
886,0.16301974454701273
887,0.1626152380005173
888,0.16289409495688773
889,0.16312727027682847
890,0.16332261838058737
891,0.1634201376520573
892,0.16379129437227097
893,0.16471917590028362
894,0.16500051920326592
895,0.16525080039476356
896,0.16597792583426046
897,0.16641167098099424
898,0.16626462432054373
899,0.16593948850522236
900,0.1653235670046758
901,0.16495541637443534
902,0.16506678386399495
903,0.16490718815475702
904,0.16503026944339572
905,0.16485719858567313
906,0.1648200253033873
907,0.16483068608624094
908,0.1651338147317491
909,0.16493444076006852
910,0.1648942301598724
911,0.16504963061127526
912,0.164558056296344
913,0.16500883641697112
914,0.16463531461937167
915,0.16456828463190007
916,0.16442594400873767
917,0.16494416153041003
918,0.16498612283274186
919,0.16467613499197695
920,0.16409025746419134
921,0.16435678737289314
922,0.16392127220353034
923,0.1635009362954985
924,0.16345738612823357
925,0.16361186139889666
926,0.16316661609528846
927,0.16317465399125858
928,0.16321965273883607
929,0.16290008784395404
930,0.16307434899166293
931,0.162595569776992
932,0.16264951172158706
933,0.16216889138778914
934,0.161834969423163
935,0.16182372739923925
936,0.1619679863392795
937,0.16198161755425808
938,0.16139625611298897
939,0.16136475806361286
940,0.16145830059950614
941,0.161590124339554
942,0.16119449983923753
943,0.16111214486105987
944,0.16101661765816547
945,0.1604595849875453
946,0.16013021478161155
947,0.1600572839913676
948,0.15973586387628194
949,0.15987361612449574
950,0.15966225728422764
951,0.15968495146972278
952,0.15965488860495838
953,0.15945037674158813
954,0.15971975942027283
955,0.15959183646306868
956,0.1594883555642112
957,0.1593940548349436
958,0.15911870007859727
959,0.15879338455124525
960,0.15850993853917614
961,0.15832464517520148
962,0.15813749535980143
963,0.1581142422886422
964,0.15800550890465578
965,0.15829647141188838
966,0.15820576264009503
967,0.15825497016846907
968,0.1582337749665076
969,0.15818426048705228
970,0.1580420508073845
971,0.15797888236676358
972,0.15821872878002632
973,0.15926689946403105
974,0.159057774742536
975,0.15910522970507907
976,0.15888387125135559
977,0.1590688251108475
978,0.15905938502739778
979,0.1587943756426482
980,0.15898824797183383
981,0.15864252397562745
982,0.1584725500047741
983,0.15810895078549428
984,0.15780540524561
985,0.1575798698047057
986,0.15771882507831594
987,0.157457200108542
988,0.15712807375218785
989,0.15724843347744716
990,0.15717025410760363
991,0.15684636486306167
992,0.15694461325280187
993,0.15724634092044212
994,0.15736136071486367
995,0.15721110063796379
996,0.1570709917643473
997,0.15731718673111023
998,0.157409652846597
999,0.15765897142449142
1000,0.15741723477965855
1001,0.15724851049157798
1002,0.157169468756952
1003,0.15714508382603526
1004,0.15742955238641893
1005,0.15776172421551896
1006,0.15799625816051127
1007,0.15803767738888333
1008,0.1587871934363588
1009,0.1585599542747623
1010,0.15820416242054114
1011,0.1580448634862029
1012,0.15819272239207258
1013,0.15809154048441879
1014,0.15849586285746559
1015,0.15919101753463158
1016,0.1595219705944149
1017,0.15929850439428334
1018,0.15931830005868086
1019,0.15939317513375154
1020,0.1594311951451027
1021,0.15945717159939823
1022,0.1593501584832104
1023,0.15908620973932558
1024,0.15920978349943957
1025,0.15954141459364143
1026,0.16019663373267873
1027,0.1602959957284232
1028,0.16028482989049875
1029,0.160090982474021
1030,0.15977444750931832
1031,0.1599347398605016
1032,0.15977664478123188
1033,0.16000174126503142
1034,0.15982465581613906
1035,0.15979604297934705
1036,0.15988720470742956
1037,0.1595165893982003
1038,0.1592925925141395
1039,0.15896853560116142
1040,0.15892005890320424
1041,0.15926777535619643
1042,0.15924576170478774
1043,0.15917283466962331
1044,0.15909670406400808
1045,0.15907179027774007
1046,0.15939501605102516
1047,0.15925182969049487
1048,0.15891014885535273
1049,0.15877577463821696
1050,0.1587248765715862
1051,0.1585513673583581
1052,0.15836742336202658
1053,0.15830725358533007
1054,0.15825354470805056
1055,0.1582904041861184
1056,0.15822511189023597
1057,0.1580652781830585
1058,0.157720170532104
1059,0.15805637222725186
1060,0.15811358030666323
1061,0.15839387186641632
1062,0.15825188701095522
1063,0.1579914013079057
1064,0.15767538562478947
1065,0.15820980572671686
1066,0.15798259919032084
1067,0.158022711652198
1068,0.15775513512733047
1069,0.15772270857575324
1070,0.15775752561395273
1071,0.15747221809832138
1072,0.15748023780360615
1073,0.15735272657931657
1074,0.15744217637313826
1075,0.15758856771994503
1076,0.15770714505807804
1077,0.15753110838346782
1078,0.1573796341965596
1079,0.1573071199360284
1080,0.15718379187390247
1081,0.15708761251772996
1082,0.15703516710539764
1083,0.15695444097938507
1084,0.15691661157613507
1085,0.15711544878800346
1086,0.15691665596481869
1087,0.15673635893714769
1088,0.15697159404781733
1089,0.15713240427732314
1090,0.15724368656694274
1091,0.15712574150739717
1092,0.15723092060603183
1093,0.15727236258964508
1094,0.1572548000051466
1095,0.15744275694275844
1096,0.1573996121826897
1097,0.15723209003185107
1098,0.15708803764155393
1099,0.1574707979082384
1100,0.15744852204748455
1101,0.1575122621219287
1102,0.15747352123241826
1103,0.15716563570778816
1104,0.1570951385641856
1105,0.15690000412235064
1106,0.15673388246326678
1107,0.1564741798326152
1108,0.15667089607888535
1109,0.15670263089624972
1110,0.15653915691855352
1111,0.15643819397333644
1112,0.15661230404157656
1113,0.1565846366626097
1114,0.15676339653631052
1115,0.15650814688014028
1116,0.15660830321507505
1117,0.15663910293186775
1118,0.15662241656647388
1119,0.156430308004089
1120,0.15629930736617648
1121,0.15624489189174615
1122,0.15624722830844523
1123,0.15634357772678847
1124,0.1562445773002017
1125,0.15620257932763387
1126,0.15620937969438714
1127,0.15602948540768954
1128,0.15622913535465213
1129,0.15615123450458748
1130,0.15605068174943293
1131,0.15603494372166624
1132,0.15618240027004607
1133,0.15619039840043283
1134,0.15634750638355926
1135,0.15667462089806106
1136,0.15660134100249815
1137,0.1565493603241265
1138,0.1563442181367641
1139,0.15619617483125778
1140,0.15618892782527605
1141,0.15621914086463654
1142,0.1562470304726672
1143,0.1560705634468997
1144,0.15597394437797352
1145,0.15604618813303126
1146,0.15601261896470195
1147,0.1558114910909386
1148,0.15563490097358657
1149,0.15543710251209314
1150,0.15520695903207232
1151,0.1550384038418997
1152,0.1550802254887559
1153,0.1550350890846716
1154,0.15500124148661043
1155,0.15482749487891528
1156,0.15496462986087037
1157,0.15496083064669422
1158,0.15468731642096908
1159,0.15461971684309997
1160,0.15469683193208353
1161,0.15444892352064624
1162,0.15441391703090376
1163,0.15427499594895736
1164,0.15417569533087427
1165,0.15389079420758792
1166,0.1537815420838077
1167,0.1537340674147909
1168,0.15367152561904282
1169,0.15370899338930719
1170,0.1536299597065122
1171,0.15372651282888958
1172,0.15355548420662818
1173,0.1533596026612089
1174,0.1532642742472596
1175,0.15308715223129524
1176,0.152859401847797
1177,0.15282986388553546
1178,0.1526305730091898
1179,0.15265827895212575
1180,0.15265012162286531
1181,0.15270264942401623
1182,0.15269648478150616
1183,0.1527001745067537
1184,0.15262747885903302
1185,0.15258591962182175
1186,0.15271423275796522
1187,0.1525762314361728
1188,0.1525601342934923
1189,0.15254412942523818
1190,0.15251014433663485
1191,0.15239345474687757
1192,0.152542335185049
1193,0.15261968997668246
1194,0.1524678219390498
1195,0.15252532311753045
1196,0.1522668163210879
1197,0.1521397920189659
1198,0.15202321282616169
1199,0.15187117480297363
1200,0.15225117755922632
1201,0.1520064464586985
1202,0.152096828005327
1203,0.1521300806514919
1204,0.15215253331391754
1205,0.1523279045556349
1206,0.1525949337010533
1207,0.15247243867137483
1208,0.1527285651368375
1209,0.1525138361055566
1210,0.1527411542222991
1211,0.15281283792005632
1212,0.1529534992035515
1213,0.15294778935392114
1214,0.15299106170213736
1215,0.1531037172062497
1216,0.15292042399054034
1217,0.15278124227641504
1218,0.15264744264914573
1219,0.15270673805241322
1220,0.153167098512012
1221,0.1530721323622182
1222,0.15311381206103028
1223,0.15329035594701193
1224,0.15343165751939886
1225,0.15336591928440835
1226,0.15320398388911274
1227,0.15309484606921558
1228,0.153030044801888
1229,0.15290948609421348
1230,0.15295940507167996
1231,0.15313977691359026
1232,0.15362135212100858
1233,0.15351450358570184
1234,0.15339978748893895
1235,0.15362000885188468
1236,0.1534670586706494
1237,0.15354175877858525
1238,0.1537187602301346
1239,0.15380375649877337
1240,0.153800978628811
1241,0.15360690594813528
1242,0.1534860494040326
1243,0.15347723913620467
1244,0.15344046331363664
1245,0.1532268151606526
1246,0.15332335598327726
1247,0.15312330168329508
1248,0.153017257943476
1249,0.1529759623403678
1250,0.1530493911205905
1251,0.15299514464585343
1252,0.15318901341184565
1253,0.15317994284020228
1254,0.15327507182752914
1255,0.15317666487079923
1256,0.15303716308371607
1257,0.1532027265191455
1258,0.15329678815428738
1259,0.1531509857912876
1260,0.15310414805272643
